mal_id,title,start_year,source,main_genre,episodes,members,started,audience_quartile,conversion_to_start,completion_rate,favorites_rate,ep3_retention,score_combined,segment,title_type
52196,Date A Live V,2024,Light novel,Action,12,133053,73726,Q3,0.554,0.4223,0.0103,0.8763,0.5074,Нишевые любимчики,Продолжение
53613,Dead Mount Death Play,2023,Manga,Action,12,274089,207674,Q4 крупные,0.7575,0.5521,0.0046,0.8783,0.6806,Надёжный просмотр,Дебют
54743,Dead Mount Death Play Part 2,2023,Manga,Action,12,137898,102252,Q3,0.7413,0.6024,0.0027,0.907,0.5837,Надёжный просмотр,Продолжение
48779,Deaimon,2022,Manga,Slice of Life,12,106336,75275,Q3,0.7079,0.5205,0.0044,0.8806,0.6119,Надёжный просмотр,Дебют
43814,Deatte 5-byou de Battle,2021,Web manga,Action,12,231112,179191,Q4 крупные,0.7751,0.6152,0.0041,0.9007,0.7054,Надёжный просмотр,Дебют
40056,Deca-Dence,2020,Original,Action,12,319695,226657,Q4 крупные,0.7089,0.5215,0.003,0.8632,0.5259,Надёжный просмотр,Дебют
49292,Deep Insanity: The Lost Child,2021,Mixed media,Action,12,46745,27919,Q2,0.5972,0.2761,0.0052,0.6536,0.3418,Остальные,Дебют
49505,Deji Meets Girl,2021,Original,Slice of Life,12,35297,18612,Q2,0.5272,0.3915,0.0044,0.8941,0.3342,Остальные,Дебют
60315,Dekin no Mogura,2025,Manga,Comedy,12,18834,9688,Q1 малые,0.5133,0.1714,0.003,0.6252,0.1238,Остальные,Дебют
51916,Dekiru Neko wa Kyou mo Yuuutsu,2023,Manga,Comedy,13,121275,84082,Q3,0.6932,0.4558,0.0061,0.828,0.6164,Нишевые любимчики,Дебют
55717,Dekisokonai to Yobareta Motoeiyuu wa Jikka kara Tsuihou sareta node Sukikatte ni Ikiru Koto ni Shita,2024,Light novel,Action,12,88971,70049,Q3,0.7871,0.4203,0.0024,0.7673,0.4753,Остальные,Дебют
52985,Dekoboko Majo no Oyako Jijou,2023,4-koma manga,Comedy,12,64378,42544,Q2,0.6606,0.373,0.0023,0.7538,0.3261,Остальные,Дебют
50281,Delicious Party♡Precure,2022,Original,Action,45,12103,7608,Q1 малые,0.6283,0.2936,0.0101,0.8096,0.4771,Нишевые любимчики,Дебют
56179,Delico's Nursery,2024,Other,Fantasy,13,54065,28411,Q2,0.5253,0.2394,0.0049,0.7292,0.261,Остальные,Дебют
41074,Digimon Adventure:,2020,Other,Action,67,60361,45081,Q2,0.7467,0.2481,0.0035,0.8005,0.399,Остальные,Продолжение
49515,Digimon Ghost Game,2021,Other,Action,67,25902,17411,Q1 малые,0.6722,0.2416,0.0064,0.7903,0.462,Нишевые любимчики,Дебют
48542,Do It Yourself!!,2022,Original,Slice of Life,12,119776,75460,Q3,0.6299,0.4228,0.0054,0.8579,0.4953,Остальные,Дебют
54294,Dog Signal,2023,Manga,Slice of Life,20,8271,3682,Q1 малые,0.4451,0.2097,0.0046,0.6788,0.2068,Остальные,Дебют
42571,Dogeza de Tanondemita,2020,Web manga,Comedy,12,80603,51747,Q2,0.6419,0.4726,0.0026,0.8622,0.3942,Остальные,Дебют
40623,Dokyuu Hentai HxEros,2020,Manga,Action,12,155856,110429,Q3,0.7085,0.4403,0.0018,0.7975,0.4063,Остальные,Дебют
46604,Dolls' Frontline,2022,Game,Action,12,56023,32101,Q2,0.573,0.2736,0.0052,0.6789,0.317,Остальные,Дебют
38668,Dorohedoro,2020,Manga,Action,12,609242,441463,Q4 крупные,0.7244,0.6074,0.0162,0.9052,0.8302,Флагманы,Дебют
53421,Dosanko Gal wa Namara Menkoi,2024,Manga,Comedy,12,204817,153045,Q3,0.7469,0.5482,0.0052,0.8724,0.7036,Надёжный просмотр,Дебют
58259,"Douse, Koishite Shimaunda.",2025,Manga,Drama,12,35498,21051,Q2,0.5925,0.2843,0.0033,0.6703,0.2337,Остальные,Дебют
48549,Dr. Stone: New World,2023,Manga,Adventure,11,564301,419285,Q4 крупные,0.7426,0.628,0.0058,0.9339,0.7666,Флагманы,Продолжение
55644,Dr. Stone: New World Part 2,2023,Manga,Adventure,11,387549,311636,Q4 крупные,0.8035,0.7272,0.0041,0.9585,0.7584,Надёжный просмотр,Продолжение
57592,Dr. Stone: Science Future,2025,Manga,Adventure,12,256204,182744,Q4 крупные,0.7115,0.5745,0.0044,0.9205,0.6449,Надёжный просмотр,Продолжение
61322,Dr. Stone: Science Future Part 2,2025,Manga,Adventure,12,153882,99267,Q3,0.6444,0.3233,0.0032,0.8982,0.3143,Остальные,Продолжение
40852,Dr. Stone: Stone Wars,2021,Manga,Adventure,11,1160079,980066,Q4 крупные,0.8445,0.7352,0.0065,0.9601,0.8874,Флагманы,Продолжение
56894,Dragon Ball Daima,2024,Manga,Action,20,124483,94076,Q3,0.7554,0.4757,0.0073,0.8446,0.7196,Флагманы,Продолжение
40906,Dragon Quest: Dai no Daibouken (2020),2020,Manga,Action,100,79089,54285,Q2,0.6864,0.1896,0.0083,0.7876,0.4947,Нишевые любимчики,Дебют
40526,"Dragon, Ie wo Kau.",2021,Manga,Comedy,12,69938,48898,Q2,0.6989,0.3942,0.0031,0.7305,0.4257,Остальные,Дебют
52701,Dungeon Meshi,2024,Manga,Adventure,24,522720,419154,Q4 крупные,0.8014,0.5666,0.0209,0.8822,0.8738,Флагманы,Дебют
40454,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,2020,Light novel,Action,12,661334,545003,Q4 крупные,0.824,0.7048,0.0029,0.9415,0.6979,Надёжный просмотр,Продолжение
47164,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen,2022,Light novel,Action,11,392474,281557,Q4 крупные,0.7173,0.6171,0.0055,0.9404,0.7209,Надёжный просмотр,Продолжение
53111,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Yakusai-hen,2023,Light novel,Action,11,277529,225736,Q4 крупные,0.8131,0.7365,0.0066,0.9529,0.8738,Флагманы,Продолжение
57066,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V: Houjou no Megami-hen,2024,Light novel,Action,15,197505,134835,Q3,0.6822,0.4899,0.0057,0.8948,0.6246,Остальные,Продолжение
56348,Dungeon no Naka no Hito,2024,Web manga,Adventure,12,49449,34575,Q2,0.6989,0.4664,0.0022,0.8255,0.4369,Остальные,Дебют
48470,D_Cide Traumerei the Animation,2021,Mixed media,Action,13,26047,15233,Q1 малые,0.5848,0.2579,0.0041,0.6572,0.2589,Остальные,Дебют
42192,Edens Zero,2021,Manga,Action,25,279228,194747,Q4 крупные,0.6973,0.4152,0.0071,0.8209,0.6131,Нишевые любимчики,Дебют
50002,Edens Zero 2nd Season,2023,Manga,Action,25,79407,44815,Q2,0.5642,0.3405,0.0039,0.8326,0.2834,Остальные,Продолжение
52081,Edomae Elf,2023,Manga,Comedy,12,72696,47211,Q2,0.6493,0.408,0.0029,0.7969,0.3721,Остальные,Дебют
58926,Egumi Legacy,2024,Card game,Avant Garde,12,1926,1473,Q1 малые,0.7648,0.4091,0.0057,0.6782,0.6334,Остальные,Дебют
49894,Eiyuu Kyoushitsu,2023,Light novel,Action,12,140622,104761,Q3,0.7447,0.4685,0.0035,0.8348,0.5556,Надёжный просмотр,Дебют
50481,"Eiyuuou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀",2023,Light novel,Action,12,170981,137600,Q3,0.8044,0.5881,0.0038,0.9,0.6903,Надёжный просмотр,Дебют
39792,Eizouken ni wa Te wo Dasu na!,2020,Manga,Adventure,12,360614,232417,Q4 крупные,0.6444,0.4315,0.0124,0.8396,0.6164,Нишевые любимчики,Дебют
57845,Elf-san wa Yaserarenai.,2024,Web manga,Comedy,12,49452,33165,Q2,0.6702,0.3574,0.004,0.7505,0.4236,Остальные,Дебют
40956,Enen no Shouboutai: Ni no Shou,2020,Manga,Action,24,880583,748782,Q4 крупные,0.8504,0.6756,0.0035,0.9425,0.7384,Надёжный просмотр,Продолжение
51818,Enen no Shouboutai: San no Shou,2025,Manga,Action,12,268299,145400,Q3,0.5415,0.3723,0.0066,0.8659,0.4105,Нишевые любимчики,Продолжение
51417,Engage Kiss,2022,Mixed media,Action,13,267212,193094,Q4 крупные,0.7225,0.4435,0.0047,0.8191,0.584,Остальные,Дебют
50862,Estab-Life: Great Escape,2022,Mixed media,Sci-Fi,12,13131,7519,Q1 малые,0.5726,0.2911,0.0034,0.7101,0.2201,Остальные,Дебют
51293,Eternal Boys,2022,Original,Slice of Life,24,14912,5926,Q1 малые,0.3974,0.1684,0.0048,0.7722,0.2013,Остальные,Дебют
60535,Everyday Host,2025,4-koma manga,Comedy,24,8074,3757,Q1 малые,0.4644,0.025,0.004,0.7128,0.1526,Остальные,Дебют
38853,Ex-Arm,2021,Manga,Action,12,85476,59917,Q2,0.701,0.1904,0.0036,0.4775,0.3454,Остальные,Дебют
50999,Extreme Hearts,2022,Original,Sci-Fi,12,13510,8859,Q1 малые,0.6556,0.3881,0.0024,0.7373,0.3379,Остальные,Дебют
45665,Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu,2021,Original,Action,12,27401,13959,Q1 малые,0.5094,0.2203,0.0061,0.657,0.2903,Нишевые любимчики,Дебют
49785,Fairy Tail: 100-nen Quest,2024,Web manga,Action,25,163627,81471,Q3,0.4978,0.2438,0.0103,0.8079,0.3582,Нишевые любимчики,Продолжение
48997,Fantasy Bishoujo Juniku Ojisan to,2022,Web manga,Adventure,12,199785,154503,Q3,0.7732,0.5619,0.0043,0.8764,0.6866,Надёжный просмотр,Дебют
59113,Farmagia,2025,Game,Action,12,16343,10618,Q1 малые,0.6493,0.2647,0.0022,0.5908,0.234,Остальные,Дебют
60697,Fermat no Ryouri,2025,Manga,Drama,12,15937,9558,Q1 малые,0.6017,0.2004,0.0027,0.7658,0.1738,Остальные,Дебют
51304,FLCL: Grunge,2023,Original,Action,3,35596,9090,Q1 малые,0.2554,0.1849,0.0047,0.8069,0.1998,Остальные,Дебют
51305,FLCL: Shoegaze,2023,Original,Action,3,22591,8142,Q1 малые,0.3604,0.2803,0.0025,0.8388,0.106,Остальные,Дебют
60508,"Food Court de, Mata Ashita.",2025,Web manga,Slice of Life,6,29670,17484,Q1 малые,0.5875,0.3673,0.0036,0.7696,0.3037,Остальные,Дебют
40417,Fruits Basket 2nd Season,2020,Manga,Drama,25,565540,437026,Q4 крупные,0.7726,0.6398,0.0113,0.9448,0.8689,Флагманы,Дебют
42938,Fruits Basket: The Final,2021,Manga,Drama,13,541178,379899,Q4 крупные,0.7019,0.6071,0.039,0.9489,0.8211,Флагманы,Дебют
41120,Fugou Keiji: Balance:Unlimited,2020,Novel,Mystery,11,462492,343612,Q4 крупные,0.7429,0.546,0.0065,0.8709,0.7411,Флагманы,Дебют
59144,"Fuguushoku ""Kanteishi"" ga Jitsu wa Saikyou Datta",2025,Light novel,Action,12,111349,90434,Q3,0.8117,0.5407,0.0027,0.8818,0.5934,Надёжный просмотр,Дебют
41025,Fumetsu no Anata e,2021,Manga,Adventure,20,955841,674650,Q4 крупные,0.7058,0.4379,0.0164,0.8736,0.6985,Нишевые любимчики,Дебют
49709,Fumetsu no Anata e Season 2,2022,Manga,Adventure,20,317841,205302,Q4 крупные,0.6457,0.4601,0.0054,0.8981,0.5492,Остальные,Продолжение
51212,Futoku no Guild,2022,Manga,Comedy,12,125543,91532,Q3,0.729,0.4681,0.0042,0.8251,0.5837,Остальные,Дебют
40488,Futsal Boys!!!!!,2022,Mixed media,Sports,12,35066,23179,Q2,0.661,0.3281,0.0066,0.6978,0.4983,Нишевые любимчики,Дебют
50425,"Fuufu Ijou, Koibito Miman.",2022,Manga,Romance,12,393883,324508,Q4 крупные,0.8237,0.6777,0.0115,0.9195,0.9158,Флагманы,Дебют
48649,Fuuto Tantei,2022,Manga,Action,12,75288,40525,Q2,0.5381,0.3028,0.0063,0.7907,0.3448,Нишевые любимчики,Дебют
48760,"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",2022,Light novel,Action,12,356867,301259,Q4 крупные,0.8441,0.687,0.0051,0.9182,0.8256,Надёжный просмотр,Дебют
40358,Gal to Kyouryuu,2020,Manga,Comedy,12,35299,21474,Q2,0.6083,0.2486,0.0027,0.6517,0.2028,Остальные,Дебют
59689,Game Center Shoujo to Ibunka Kouryuu,2025,Web manga,Comedy,12,31109,17864,Q1 малые,0.5736,0.1208,0.0024,0.733,0.1169,Остальные,Дебют
41381,Garugaku.: Sei Girls Square Gakuin,2020,Mixed media,Не указан,50,2923,1562,Q1 малые,0.5344,0.1355,0.0017,0.7263,0.0684,Остальные,Дебют
43350,Gebäude Bäude,2020,Original,Comedy,10,1966,1302,Q1 малые,0.6623,0.4914,0.0025,0.8559,0.4342,Остальные,Дебют
54632,Gekai Elise,2024,Web manga,Fantasy,12,108854,82831,Q3,0.7603,0.6091,0.005,0.9025,0.7345,Надёжный просмотр,Дебют
32455,Gekidol: Actidol Project,2021,Original,Drama,12,16890,9846,Q1 малые,0.5829,0.3225,0.0015,0.7225,0.1644,Остальные,Дебют
56691,Gekkan Mousou Kagaku,2024,Original,Comedy,12,12005,7042,Q1 малые,0.5866,0.2162,0.0009,0.5603,0.1075,Остальные,Дебют
52214,Genjitsu no Yohane: Sunshine in the Mirror,2023,Other,Fantasy,13,42648,25447,Q2,0.5965,0.311,0.0044,0.7468,0.3185,Остальные,Дебют
41710,Genjitsu Shugi Yuusha no Oukoku Saikenki,2021,Light novel,Action,13,441565,365452,Q4 крупные,0.8274,0.6827,0.0062,0.9262,0.8547,Флагманы,Дебют
49930,Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,2022,Light novel,Action,13,287664,244382,Q4 крупные,0.8494,0.7172,0.005,0.9362,0.8305,Надёжный просмотр,Продолжение
49514,Gensou Sangokushi: Tengen Reishinki,2022,Game,Fantasy,12,23220,13632,Q1 малые,0.587,0.1962,0.0044,0.5599,0.2619,Остальные,Дебют
43741,Getter Robo Arc,2021,Manga,Action,13,6798,4546,Q1 малые,0.6687,0.3907,0.004,0.7518,0.4463,Остальные,Дебют
40074,Gibiate,2020,Original,Action,12,70776,45861,Q2,0.6479,0.2619,0.0009,0.645,0.1995,Остальные,Дебют
54968,Giji Harem,2024,Web manga,Comedy,12,201977,142021,Q3,0.703,0.4414,0.0079,0.7985,0.6552,Нишевые любимчики,Дебют
52481,Gimai Seikatsu,2024,Light novel,Romance,12,194632,135612,Q3,0.6965,0.4598,0.0078,0.8599,0.663,Нишевые любимчики,Дебют
61274,Ginga Tokkyuu Milky☆Subway,2025,Original,Comedy,12,8929,5012,Q1 малые,0.5604,0.3096,0.004,0.8023,0.2658,Остальные,Дебют
55102,Girls Band Cry,2024,Original,Drama,13,122464,72888,Q3,0.5946,0.4248,0.0231,0.8427,0.5722,Нишевые любимчики,Дебют
39463,Gleipnir,2020,Manga,Action,13,527741,390826,Q4 крупные,0.7405,0.5564,0.0038,0.8821,0.6315,Надёжный просмотр,Дебют
47160,Goblin Slayer II,2023,Light novel,Action,12,396648,240294,Q4 крупные,0.6058,0.462,0.008,0.894,0.5662,Нишевые любимчики,Продолжение
38337,Gochuumon wa Usagi desu ka? Bloom,2020,4-koma manga,Slice of Life,12,70801,41266,Q2,0.5828,0.4573,0.0071,0.8898,0.5171,Нишевые любимчики,Продолжение
43229,Godzilla: S.P,2021,Original,Action,13,73676,51317,Q2,0.6965,0.4777,0.0055,0.8411,0.6182,Остальные,Дебют
40059,Golden Kamuy 3rd Season,2020,Manga,Action,12,190333,135689,Q3,0.7128,0.6214,0.0083,0.9471,0.7869,Флагманы,Продолжение
50528,Golden Kamuy 4th Season,2022,Manga,Action,13,113341,72273,Q3,0.6375,0.4464,0.0056,0.8966,0.5325,Остальные,Продолжение
59935,Gorilla no Kami kara Kago sareta Reijou wa Ouritsu Kishidan de Kawaigarareru,2025,Web manga,Comedy,12,56596,44113,Q2,0.7786,0.4837,0.0027,0.8519,0.5359,Надёжный просмотр,Дебют
56843,Goukon ni Ittara Onna ga Inakatta Hanashi,2024,Web manga,Comedy,12,63457,41453,Q2,0.6531,0.4535,0.0058,0.8304,0.5686,Нишевые любимчики,Дебют
59986,Grand Blue Season 2,2025,Manga,Comedy,12,151104,85843,Q3,0.5661,0.2631,0.0065,0.8247,0.35,Нишевые любимчики,Продолжение
40052,Great Pretender,2020,Original,Action,23,725743,521383,Q4 крупные,0.7183,0.5351,0.0143,0.9048,0.7793,Флагманы,Дебют
56189,Grendizer U,2024,Manga,Action,13,8254,4343,Q1 малые,0.526,0.241,0.0044,0.6603,0.2346,Остальные,Дебют
51119,Grisaia: Phantom Trigger,2025,Visual novel,Action,13,33364,11817,Q1 малые,0.3539,0.1749,0.0028,0.6669,0.0857,Остальные,Дебют
55997,"Guild no Uketsukejou desu ga, Zangyou wa Iya nanode Boss wo Solo Toubatsu Shiyou to Omoimasu",2025,Light novel,Action,12,133413,101685,Q3,0.762,0.492,0.003,0.8608,0.554,Надёжный просмотр,Дебют
59070,Guilty Gear Strive: Dual Rulers,2025,Game,Action,8,21395,11905,Q1 малые,0.5564,0.266,0.0036,0.6347,0.2198,Остальные,Дебют
49691,Gunjou no Fanfare,2022,Original,Sports,13,26777,15237,Q1 малые,0.5691,0.2882,0.0049,0.7271,0.3046,Остальные,Дебют
41574,Guraburu!,2020,4-koma manga,Adventure,12,15525,8465,Q1 малые,0.5452,0.3774,0.0014,0.8416,0.1814,Остальные,Дебют
48644,Gyakuten Sekai no Denchi Shoujo,2021,Original,Action,12,23114,14052,Q1 малые,0.6079,0.3497,0.0022,0.7533,0.2389,Остальные,Дебют
38830,"Hachi-nan tte, Sore wa Nai deshou!",2020,Light novel,Action,12,266779,232224,Q4 крупные,0.8703,0.7326,0.002,0.9219,0.6791,Надёжный просмотр,Дебют
56420,Haigakura,2024,Manga,Adventure,13,15450,6548,Q1 малые,0.4237,0.0347,0.0028,0.5315,0.0736,Остальные,Дебют
38883,Haikyuu!! To the Top,2020,Manga,Sports,13,1021249,913518,Q4 крупные,0.8943,0.8206,0.0054,0.9719,0.8747,Надёжный просмотр,Продолжение
40776,Haikyuu!! To the Top Part 2,2020,Manga,Sports,12,897997,784053,Q4 крупные,0.8729,0.7913,0.0071,0.9708,0.9213,Флагманы,Продолжение
59457,"Haite Kudasai, Takamine-san",2025,Manga,Comedy,12,113928,74057,Q3,0.6497,0.3165,0.0076,0.6949,0.4923,Нишевые любимчики,Дебют
49519,Hakozume: Kouban Joshi no Gyakushuu,2022,Manga,Comedy,13,57293,39793,Q2,0.6946,0.4618,0.0028,0.8317,0.459,Остальные,Дебют
54362,Hametsu no Oukoku,2023,Manga,Action,12,219121,161240,Q3,0.7356,0.4655,0.0045,0.8539,0.6064,Остальные,Дебют
56461,Hamidashi Creative,2024,Visual novel,Romance,12,7573,3059,Q1 малые,0.4038,0.1831,0.0029,0.6174,0.0963,Остальные,Дебют
59055,"Hana wa Saku, Shura no Gotoku",2025,Manga,Drama,12,38481,20773,Q2,0.5392,0.2984,0.0026,0.7619,0.155,Остальные,Дебют
55710,Hana-Doll*: Reinterpretation of Flowering,2025,Mixed media,Mystery,12,4083,1128,Q1 малые,0.276,0.0521,0.0051,0.5042,0.2035,Остальные,Дебют
49551,Hanabi-chan wa Okuregachi,2022,Manga,Comedy,12,5789,4294,Q1 малые,0.7416,0.523,0.0022,0.8568,0.5159,Надёжный просмотр,Дебют
55597,Hananoi-kun to Koi no Yamai,2024,Manga,Romance,12,129358,87426,Q3,0.6753,0.4078,0.0043,0.7982,0.4862,Остальные,Дебют
41911,Hanyou no Yashahime: Sengoku Otogizoushi,2020,Original,Action,24,130465,79581,Q3,0.61,0.2946,0.005,0.8061,0.3551,Остальные,Дебют
48505,Hanyou no Yashahime: Sengoku Otogizoushi - Ni no Shou,2021,Original,Action,24,48303,28162,Q2,0.5829,0.3989,0.0066,0.883,0.4617,Нишевые любимчики,Продолжение
48413,Hataraku Maou-sama!!,2022,Light novel,Comedy,12,513769,315684,Q4 крупные,0.6144,0.4071,0.0092,0.8567,0.5395,Нишевые любимчики,Продолжение
53200,Hataraku Maou-sama!! 2nd Season,2023,Light novel,Comedy,12,167199,104062,Q3,0.6221,0.4682,0.002,0.863,0.3418,Остальные,Продолжение
41694,Hataraku Saibou Black,2021,Manga,Action,13,240342,147867,Q3,0.6152,0.4186,0.0019,0.8568,0.2888,Остальные,Продолжение
39586,Hataraku Saibou!!,2021,Manga,Comedy,8,292799,178856,Q4 крупные,0.6108,0.4626,0.0021,0.8853,0.3297,Остальные,Продолжение
35252,Hatena☆Illusion,2020,Light novel,Comedy,12,47592,32693,Q2,0.6869,0.378,0.0007,0.7581,0.3206,Остальные,Дебют
59002,"Hazure Skill ""Kinomi Master"": Skill no Mi (Tabetara Shinu) wo Mugen ni Taberareru You ni Natta Ken ni Tsuite",2025,Manga,Action,12,87553,71570,Q3,0.8171,0.4905,0.0031,0.8442,0.5928,Надёжный просмотр,Дебют
57892,"Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made",2024,Light novel,Action,12,208657,179487,Q4 крупные,0.86,0.6484,0.0039,0.913,0.7605,Надёжный просмотр,Дебют
48857,Healer Girl,2022,Original,Fantasy,12,36749,21853,Q2,0.5946,0.3579,0.0048,0.7778,0.373,Остальные,Дебют
40610,Healin' Good♡Precure,2020,Original,Action,45,14069,8775,Q1 малые,0.6237,0.3216,0.0063,0.8499,0.4323,Нишевые любимчики,Дебют
49738,Heike Monogatari,2022,Book,Drama,11,89984,48735,Q2,0.5415,0.3379,0.0089,0.8194,0.4145,Нишевые любимчики,Дебют
42625,Heion Sedai no Idaten-tachi,2021,Manga,Action,11,205373,129487,Q3,0.6303,0.4841,0.0081,0.877,0.6104,Нишевые любимчики,Дебют
51020,Helck,2023,Web manga,Action,24,115643,83838,Q3,0.7249,0.4217,0.0029,0.8542,0.4575,Остальные,Дебют
55877,Henjin no Salad Bowl,2024,Light novel,Comedy,12,68679,49031,Q2,0.7135,0.4869,0.0024,0.8485,0.4777,Остальные,Дебют
40995,Hentatsu (TV),2020,Original,Adventure,12,6404,4008,Q1 малые,0.6257,0.3473,0.0003,0.7915,0.2171,Остальные,Дебют
49692,Heroine Tarumono! Kiraware Heroine to Naisho no Oshigoto,2022,Music,Не указан,12,74820,46183,Q2,0.6172,0.4453,0.0056,0.856,0.508,Остальные,Дебют
38476,Heya Camp△,2020,Manga,Slice of Life,12,104676,72700,Q3,0.6945,0.5892,0.0015,0.9299,0.4862,Надёжный просмотр,Дебют
60658,Hibi wa Sugiredo Meshi Umashi,2025,Original,Gourmet,12,41676,25322,Q2,0.6072,0.3849,0.0063,0.8228,0.469,Нишевые любимчики,Дебют
39894,Hibike! Euphonium 3,2024,Novel,Drama,13,90955,50267,Q2,0.5526,0.4227,0.0204,0.8975,0.5344,Нишевые любимчики,Продолжение
40938,Hige wo Soru. Soshite Joshikousei wo Hirou.,2021,Light novel,Drama,13,657672,530746,Q4 крупные,0.8068,0.6142,0.0096,0.9241,0.865,Флагманы,Дебют
53438,Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu.,2023,Light novel,Fantasy,12,117651,89216,Q3,0.7578,0.5981,0.0046,0.8942,0.7039,Надёжный просмотр,Дебют
49154,High Card,2023,Mixed media,Action,12,136043,83210,Q3,0.6115,0.4056,0.0047,0.8408,0.4272,Остальные,Дебют
54869,High Card Season 2,2024,Mixed media,Action,12,49480,29903,Q2,0.6041,0.4292,0.0034,0.8558,0.3603,Остальные,Продолжение
52405,Highspeed Etoile,2024,Original,Не указан,12,18218,9283,Q1 малые,0.5096,0.2388,0.0055,0.6125,0.2791,Остальные,Дебют
41006,Higurashi no Naku Koro ni Gou,2020,Visual novel,Horror,24,296019,178689,Q4 крупные,0.6036,0.3471,0.0055,0.8381,0.4066,Остальные,Продолжение
48488,Higurashi no Naku Koro ni Sotsu,2021,Visual novel,Horror,15,122876,76537,Q3,0.6228,0.4993,0.0065,0.9208,0.5825,Нишевые любимчики,Продолжение
43760,Hikari no Ou,2023,Light novel,Adventure,10,48920,26339,Q2,0.5384,0.2947,0.0022,0.7498,0.1368,Остальные,Дебют
54754,Hikari no Ou 2nd Season,2024,Light novel,Adventure,10,13575,7968,Q1 малые,0.5867,0.4104,0.0008,0.8285,0.2268,Остальные,Продолжение
58913,Hikaru ga Shinda Natsu,2025,Web manga,Horror,12,208058,124922,Q3,0.5965,0.1232,0.0103,0.7265,0.393,Нишевые любимчики,Дебют
54103,Hikikomari Kyuuketsuki no Monmon,2023,Light novel,Comedy,12,126678,83640,Q3,0.6599,0.4494,0.0065,0.834,0.5943,Нишевые любимчики,Дебют
55774,"Himesama ""Goumon"" no Jikan desu",2024,Manga,Comedy,12,76740,50051,Q2,0.6518,0.3739,0.0029,0.748,0.3445,Остальные,Дебют
57946,Himitsu no AiPri,2024,Game,Не указан,51,3721,2039,Q1 малые,0.548,0.1212,0.0048,0.6478,0.2428,Остальные,Дебют
42657,Himitsukessha Taka no Tsume: Golden Spell,2020,Original,Comedy,12,1434,1115,Q1 малые,0.777,0.3958,0.0028,0.7208,0.4714,Остальные,Дебют
53716,Hirogaru Sky! Precure,2023,Original,Action,50,12291,8224,Q1 малые,0.6691,0.3074,0.0133,0.8199,0.554,Нишевые любимчики,Дебют
57891,Hitoribocchi no Isekai Kouryaku,2024,Light novel,Action,12,132246,105041,Q3,0.794,0.5981,0.0038,0.8893,0.6912,Надёжный просмотр,Дебют
58271,Honey Lemon Soda,2025,Manga,Romance,12,116031,74009,Q3,0.6371,0.4096,0.005,0.7931,0.4759,Остальные,Дебют
40815,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,2020,Light novel,Fantasy,12,242189,210039,Q4 крупные,0.8672,0.7838,0.0036,0.9594,0.7726,Надёжный просмотр,Продолжение
42429,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,2022,Light novel,Fantasy,10,183982,140374,Q3,0.7629,0.6647,0.0054,0.9389,0.7802,Надёжный просмотр,Продолжение
42897,Horimiya,2021,Manga,Romance,13,1559915,1348788,Q4 крупные,0.8645,0.7271,0.0249,0.949,0.9779,Флагманы,Дебют
54856,Horimiya: Piece,2023,Manga,Romance,13,423793,322143,Q4 крупные,0.7598,0.5797,0.007,0.8752,0.7829,Флагманы,Продолжение
40961,Hortensia Saga,2021,Game,Action,12,76746,48868,Q2,0.6365,0.3503,0.0022,0.7272,0.2679,Остальные,Дебют
50891,Hoshi no Samidare,2022,Manga,Action,24,63200,42060,Q2,0.6655,0.2212,0.0028,0.6863,0.2658,Остальные,Дебют
57362,Hoshifuru Oukoku no Nina,2024,Manga,Fantasy,12,61089,40937,Q2,0.6697,0.4633,0.0062,0.8187,0.6088,Нишевые любимчики,Дебют
53262,Hoshikuzu Telepath,2023,4-koma manga,Comedy,12,58088,30943,Q2,0.5325,0.3003,0.0058,0.755,0.3264,Нишевые любимчики,Дебют
60260,Hotel Inhumans,2025,Web manga,Action,13,18957,10752,Q1 малые,0.5666,0.1045,0.0019,0.6758,0.0893,Остальные,Дебют
56425,Houkago Shounen Hanako-kun,2023,Web manga,Comedy,4,73892,39916,Q2,0.5399,0.4388,0.0059,0.8805,0.442,Нишевые любимчики,Дебют
57102,Houkago Shounen Hanako-kun Part 2,2024,Web manga,Comedy,4,40164,19928,Q2,0.4959,0.4042,0.0036,0.8963,0.2785,Остальные,Продолжение
39730,Houkago Teibou Nisshi,2020,Manga,Gourmet,12,70713,46288,Q2,0.6545,0.4763,0.0049,0.8612,0.5498,Остальные,Дебют
